Index,rank1,rank2,rank3,rank4,rank5,rank6,rank7,numSeats,numCands
SP6036,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,2,7
SP6037,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,2,7
SP6038,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,AMANDA MILLER,DALE WATSON,2,7
SP6039,MICHAEL SNELSON,AMANDA MILLER,CRAIG JENSEN,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,XIMENA M. BISHOP,2,7
SP6040,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,skipped,skipped,skipped,skipped,2,7
SP6041,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,MICHAEL SNELSON,AMANDA MILLER,XIMENA M. BISHOP,DALE WATSON,2,7
SP6042,MARCIA CONOVER-HARRIS,CRAIG CONOVER,AMANDA MILLER,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,DALE WATSON,2,7
SP6043,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,DALE WATSON,AMANDA MILLER,2,7
SP6044,CRAIG JENSEN,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,2,7
SP6045,CRAIG CONOVER,CRAIG JENSEN,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,skipped,skipped,2,7
SP6046,CRAIG CONOVER,CRAIG JENSEN,DALE WATSON,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,AMANDA MILLER,2,7
SP6047,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,DALE WATSON,CRAIG JENSEN,AMANDA MILLER,CRAIG CONOVER,2,7
SP6048,MICHAEL SNELSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,AMANDA MILLER,XIMENA M. BISHOP,DALE WATSON,2,7
SP6049,CRAIG CONOVER,CRAIG JENSEN,DALE WATSON,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,AMANDA MILLER,2,7
SP6050,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,AMANDA MILLER,2,7
SP6051,CRAIG CONOVER,CRAIG JENSEN,DALE WATSON,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,AMANDA MILLER,2,7
SP6052,CRAIG CONOVER,MICHAEL SNELSON,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG JENSEN,skipped,skipped,2,7
SP6053,CRAIG CONOVER,CRAIG JENSEN,DALE WATSON,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,AMANDA MILLER,2,7
SP6054,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG CONOVER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,DALE WATSON,AMANDA MILLER,2,7
SP6055,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG CONOVER,DALE WATSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP6056,CRAIG CONOVER,CRAIG JENSEN,DALE WATSON,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,AMANDA MILLER,2,7
SP6057,DALE WATSON,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP6058,CRAIG CONOVER,CRAIG JENSEN,DALE WATSON,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,AMANDA MILLER,2,7
SP6059,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,2,7
SP6060,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,2,7
SP6061,CRAIG JENSEN,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,2,7
SP6062,MICHAEL SNELSON,XIMENA M. BISHOP,AMANDA MILLER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,DALE WATSON,CRAIG CONOVER,2,7
SP6063,MARCIA CONOVER-HARRIS,CRAIG CONOVER,DALE WATSON,XIMENA M. BISHOP,CRAIG JENSEN,MICHAEL SNELSON,AMANDA MILLER,2,7
SP6064,XIMENA M. BISHOP,CRAIG JENSEN,AMANDA MILLER,MICHAEL SNELSON,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6065,XIMENA M. BISHOP,MICHAEL SNELSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,CRAIG JENSEN,DALE WATSON,2,7
SP6066,CRAIG CONOVER,CRAIG JENSEN,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,AMANDA MILLER,XIMENA M. BISHOP,skipped,2,7
SP6067,AMANDA MILLER,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG CONOVER,CRAIG JENSEN,DALE WATSON,skipped,2,7
SP6068,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,2,7
SP6070,CRAIG JENSEN,CRAIG CONOVER,AMANDA MILLER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,DALE WATSON,MICHAEL SNELSON,2,7
SP6071,CRAIG CONOVER,CRAIG JENSEN,XIMENA M. BISHOP,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,2,7
SP6072,CRAIG CONOVER,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP6073,CRAIG CONOVER,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP6074,MARCIA CONOVER-HARRIS,CRAIG CONOVER,DALE WATSON,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,AMANDA MILLER,2,7
SP6075,XIMENA M. BISHOP,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,2,7
SP6076,DALE WATSON,AMANDA MILLER,CRAIG JENSEN,CRAIG CONOVER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,2,7
SP6077,XIMENA M. BISHOP,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,DALE WATSON,CRAIG JENSEN,MICHAEL SNELSON,2,7
SP6078,AMANDA MILLER,MICHAEL SNELSON,DALE WATSON,skipped,skipped,skipped,skipped,2,7
SP6079,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP6080,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG CONOVER,skipped,skipped,skipped,skipped,2,7
SP6081,CRAIG JENSEN,MICHAEL SNELSON,CRAIG CONOVER,DALE WATSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,2,7
SP6082,AMANDA MILLER,CRAIG CONOVER,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG JENSEN,XIMENA M. BISHOP,MICHAEL SNELSON,2,7
SP6083,DALE WATSON,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,2,7
SP6084,AMANDA MILLER,MARCIA CONOVER-HARRIS,DALE WATSON,CRAIG CONOVER,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,2,7
SP6085,MICHAEL SNELSON,CRAIG CONOVER,DALE WATSON,CRAIG JENSEN,AMANDA MILLER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,2,7
SP6086,DALE WATSON,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,AMANDA MILLER,2,7
SP6087,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,DALE WATSON,2,7
SP6088,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,skipped,skipped,skipped,skipped,2,7
SP6089,XIMENA M. BISHOP,DALE WATSON,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,AMANDA MILLER,2,7
SP6090,XIMENA M. BISHOP,DALE WATSON,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP6092,AMANDA MILLER,MICHAEL SNELSON,DALE WATSON,XIMENA M. BISHOP,CRAIG JENSEN,CRAIG CONOVER,MARCIA CONOVER-HARRIS,2,7
SP6093,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,XIMENA M. BISHOP,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,2,7
SP6094,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,2,7
SP6095,AMANDA MILLER,MICHAEL SNELSON,DALE WATSON,XIMENA M. BISHOP,CRAIG JENSEN,CRAIG CONOVER,MARCIA CONOVER-HARRIS,2,7
SP6096,XIMENA M. BISHOP,CRAIG JENSEN,DALE WATSON,MICHAEL SNELSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6097,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,2,7
SP6098,MICHAEL SNELSON,CRAIG JENSEN,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,AMANDA MILLER,2,7
SP6099,XIMENA M. BISHOP,CRAIG JENSEN,MICHAEL SNELSON,skipped,skipped,skipped,skipped,2,7
SP6100,DALE WATSON,AMANDA MILLER,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6101,DALE WATSON,AMANDA MILLER,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6102,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP6103,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,skipped,2,7
SP6104,CRAIG CONOVER,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,MARCIA CONOVER-HARRIS,AMANDA MILLER,DALE WATSON,2,7
SP6105,CRAIG JENSEN,CRAIG CONOVER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,MICHAEL SNELSON,2,7
SP6106,DALE WATSON,XIMENA M. BISHOP,AMANDA MILLER,CRAIG JENSEN,CRAIG CONOVER,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,2,7
SP6107,DALE WATSON,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,2,7
SP6108,XIMENA M. BISHOP,CRAIG CONOVER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,DALE WATSON,CRAIG JENSEN,AMANDA MILLER,2,7
SP6109,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,skipped,skipped,skipped,skipped,2,7
SP6110,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,skipped,skipped,skipped,2,7
SP6111,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,CRAIG JENSEN,CRAIG CONOVER,MICHAEL SNELSON,AMANDA MILLER,DALE WATSON,2,7
SP6112,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,CRAIG JENSEN,CRAIG CONOVER,MICHAEL SNELSON,AMANDA MILLER,DALE WATSON,2,7
SP6113,DALE WATSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,2,7
SP6114,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,AMANDA MILLER,DALE WATSON,2,7
SP6117,CRAIG JENSEN,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,CRAIG CONOVER,AMANDA MILLER,DALE WATSON,2,7
SP6118,AMANDA MILLER,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,CRAIG CONOVER,DALE WATSON,CRAIG JENSEN,MICHAEL SNELSON,2,7
SP6119,MARCIA CONOVER-HARRIS,CRAIG CONOVER,XIMENA M. BISHOP,MICHAEL SNELSON,AMANDA MILLER,CRAIG JENSEN,DALE WATSON,2,7
SP6120,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,CRAIG CONOVER,AMANDA MILLER,CRAIG JENSEN,DALE WATSON,2,7
SP6121,AMANDA MILLER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,DALE WATSON,CRAIG JENSEN,CRAIG CONOVER,XIMENA M. BISHOP,2,7
SP6122,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,DALE WATSON,CRAIG JENSEN,CRAIG CONOVER,XIMENA M. BISHOP,AMANDA MILLER,2,7
SP6123,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,CRAIG JENSEN,2,7
SP6124,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,CRAIG CONOVER,AMANDA MILLER,MARCIA CONOVER-HARRIS,2,7
SP6125,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,skipped,skipped,skipped,skipped,2,7
SP6126,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG CONOVER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,AMANDA MILLER,DALE WATSON,2,7
SP6127,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP6128,CRAIG CONOVER,DALE WATSON,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,MARCIA CONOVER-HARRIS,2,7
SP6129,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP6130,CRAIG CONOVER,DALE WATSON,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,MARCIA CONOVER-HARRIS,2,7
SP6131,AMANDA MILLER,MICHAEL SNELSON,CRAIG CONOVER,skipped,skipped,skipped,skipped,2,7
SP6132,XIMENA M. BISHOP,MICHAEL SNELSON,AMANDA MILLER,CRAIG JENSEN,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6133,CRAIG JENSEN,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,skipped,skipped,skipped,2,7
SP6134,XIMENA M. BISHOP,CRAIG JENSEN,AMANDA MILLER,skipped,skipped,skipped,skipped,2,7
SP6135,AMANDA MILLER,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,2,7
SP6136,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,AMANDA MILLER,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6137,AMANDA MILLER,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,2,7
SP6138,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,DALE WATSON,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,skipped,2,7
SP6139,CRAIG CONOVER,DALE WATSON,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,2,7
SP6140,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,CRAIG CONOVER,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,2,7
SP6141,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,CRAIG CONOVER,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,DALE WATSON,2,7
SP6143,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG CONOVER,CRAIG JENSEN,DALE WATSON,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP6144,MICHAEL SNELSON,CRAIG CONOVER,DALE WATSON,MARCIA CONOVER-HARRIS,AMANDA MILLER,XIMENA M. BISHOP,CRAIG JENSEN,2,7
SP6145,MARCIA CONOVER-HARRIS,CRAIG CONOVER,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,DALE WATSON,AMANDA MILLER,2,7
SP6146,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,XIMENA M. BISHOP,DALE WATSON,2,7
SP6147,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,CRAIG JENSEN,MICHAEL SNELSON,CRAIG CONOVER,AMANDA MILLER,DALE WATSON,2,7
SP6148,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,DALE WATSON,2,7
SP6149,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6150,MARCIA CONOVER-HARRIS,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG CONOVER,AMANDA MILLER,DALE WATSON,2,7
SP6151,CRAIG JENSEN,CRAIG CONOVER,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,AMANDA MILLER,DALE WATSON,XIMENA M. BISHOP,2,7
SP6152,MARCIA CONOVER-HARRIS,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG CONOVER,AMANDA MILLER,DALE WATSON,2,7
SP6153,CRAIG CONOVER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,AMANDA MILLER,2,7
SP6154,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,2,7
SP6155,MICHAEL SNELSON,XIMENA M. BISHOP,AMANDA MILLER,CRAIG JENSEN,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,2,7
SP6156,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG CONOVER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,2,7
SP6157,CRAIG CONOVER,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,2,7
SP6158,CRAIG JENSEN,DALE WATSON,XIMENA M. BISHOP,CRAIG CONOVER,AMANDA MILLER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,2,7
SP6159,CRAIG CONOVER,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,2,7
SP6160,CRAIG CONOVER,MICHAEL SNELSON,DALE WATSON,CRAIG JENSEN,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP6161,DALE WATSON,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,2,7
SP6162,CRAIG CONOVER,MICHAEL SNELSON,DALE WATSON,CRAIG JENSEN,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP6163,MICHAEL SNELSON,AMANDA MILLER,CRAIG JENSEN,DALE WATSON,XIMENA M. BISHOP,CRAIG CONOVER,MARCIA CONOVER-HARRIS,2,7
SP6164,DALE WATSON,CRAIG JENSEN,MICHAEL SNELSON,skipped,skipped,skipped,skipped,2,7
SP6165,MICHAEL SNELSON,CRAIG JENSEN,DALE WATSON,skipped,skipped,skipped,skipped,2,7
SP6166,CRAIG JENSEN,AMANDA MILLER,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,DALE WATSON,2,7
SP6167,XIMENA M. BISHOP,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,2,7
SP6168,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,XIMENA M. BISHOP,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6169,CRAIG JENSEN,XIMENA M. BISHOP,MICHAEL SNELSON,DALE WATSON,skipped,skipped,skipped,2,7
SP6170,MICHAEL SNELSON,CRAIG JENSEN,DALE WATSON,XIMENA M. BISHOP,AMANDA MILLER,skipped,skipped,2,7
SP6172,AMANDA MILLER,CRAIG CONOVER,DALE WATSON,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,2,7
SP6173,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,XIMENA M. BISHOP,2,7
SP6174,AMANDA MILLER,DALE WATSON,CRAIG CONOVER,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,2,7
SP6175,MICHAEL SNELSON,DALE WATSON,AMANDA MILLER,skipped,skipped,skipped,skipped,2,7
SP6176,DALE WATSON,CRAIG JENSEN,MICHAEL SNELSON,skipped,skipped,skipped,skipped,2,7
SP6177,AMANDA MILLER,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP6178,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,CRAIG CONOVER,DALE WATSON,CRAIG JENSEN,AMANDA MILLER,2,7
SP6179,XIMENA M. BISHOP,DALE WATSON,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,AMANDA MILLER,CRAIG JENSEN,CRAIG CONOVER,2,7
SP6180,CRAIG CONOVER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,skipped,skipped,skipped,skipped,2,7
SP6181,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,DALE WATSON,MARCIA CONOVER-HARRIS,AMANDA MILLER,CRAIG CONOVER,2,7
SP6182,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6183,DALE WATSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,CRAIG CONOVER,MICHAEL SNELSON,AMANDA MILLER,2,7
SP6184,CRAIG CONOVER,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,2,7
SP6185,CRAIG CONOVER,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,skipped,skipped,2,7
SP6186,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,AMANDA MILLER,DALE WATSON,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,2,7
SP6187,CRAIG JENSEN,XIMENA M. BISHOP,MICHAEL SNELSON,DALE WATSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6188,CRAIG JENSEN,MICHAEL SNELSON,AMANDA MILLER,XIMENA M. BISHOP,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,2,7
SP6189,XIMENA M. BISHOP,CRAIG JENSEN,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,AMANDA MILLER,DALE WATSON,2,7
SP6190,DALE WATSON,MICHAEL SNELSON,CRAIG CONOVER,XIMENA M. BISHOP,CRAIG JENSEN,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP6191,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6192,MICHAEL SNELSON,CRAIG JENSEN,DALE WATSON,XIMENA M. BISHOP,skipped,skipped,skipped,2,7
SP6193,AMANDA MILLER,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,2,7
SP6194,XIMENA M. BISHOP,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6197,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,CRAIG JENSEN,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP6198,DALE WATSON,CRAIG CONOVER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,XIMENA M. BISHOP,AMANDA MILLER,2,7
SP6199,XIMENA M. BISHOP,CRAIG JENSEN,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,AMANDA MILLER,DALE WATSON,2,7
SP6200,AMANDA MILLER,XIMENA M. BISHOP,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG JENSEN,MICHAEL SNELSON,CRAIG CONOVER,2,7
SP6201,AMANDA MILLER,DALE WATSON,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6202,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,skipped,skipped,skipped,skipped,2,7
SP6203,CRAIG CONOVER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,XIMENA M. BISHOP,MICHAEL SNELSON,AMANDA MILLER,DALE WATSON,2,7
SP6204,XIMENA M. BISHOP,DALE WATSON,CRAIG CONOVER,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP6205,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,skipped,skipped,skipped,skipped,2,7
SP6206,CRAIG JENSEN,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,skipped,skipped,skipped,skipped,2,7
SP6207,AMANDA MILLER,CRAIG JENSEN,DALE WATSON,XIMENA M. BISHOP,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP6208,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,DALE WATSON,2,7
SP6209,MICHAEL SNELSON,AMANDA MILLER,XIMENA M. BISHOP,skipped,skipped,skipped,skipped,2,7
SP6210,MICHAEL SNELSON,CRAIG CONOVER,DALE WATSON,skipped,skipped,skipped,skipped,2,7
SP6211,DALE WATSON,CRAIG CONOVER,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,AMANDA MILLER,MARCIA CONOVER-HARRIS,2,7
SP6212,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP6213,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,AMANDA MILLER,2,7
SP6214,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,AMANDA MILLER,DALE WATSON,CRAIG CONOVER,2,7
SP6215,CRAIG JENSEN,CRAIG CONOVER,skipped,skipped,skipped,skipped,skipped,2,7
SP6217,XIMENA M. BISHOP,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,AMANDA MILLER,CRAIG JENSEN,CRAIG CONOVER,DALE WATSON,2,7
SP6218,MICHAEL SNELSON,CRAIG CONOVER,skipped,skipped,skipped,skipped,skipped,2,7
